FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES
2310,35,149,CAN,35,BUN,20,1,431,1,198,1,8,2,20,33,KG,19132,19325,19132,77060,338035800
2310,35,149,CAN,35,BUN,20,7,467,1,198,1,8,2,20,33,KG,19925,20125,19925,88600,374547008
2310,35,149,CAN,35,BUN,25,4,434,1,198,1,8,2,25,33,KG,6135,6824,6135,17506,74204672
2310,35,149,CAN,35,BUN,25,7,467,1,198,1,8,2,25,33,KG,6345,7061,6345,15716,66787677
2310,35,149,CAN,35,BUN,41,2,472,1,198,1,8,2,41,33,KG,104740,104780,104740,407439,1732465597
2310,35,149,CAN,35,BUN,41,3,23,1,198,1,8,2,41,33,KG,19263,19495,19263,100647,426628765
2310,35,149,CAN,35,BUN,41,4,434,1,198,1,8,2,41,33,KG,103895,105231,103895,614527,2614492926
2310,35,149,CAN,35,BUN,41,4,434,1,198,1,8,2,41,33,KG,8127,8260,8127,84030,357045510
2310,35,149,CAN,35,BUN,41,7,467,1,198,1,8,2,41,33,KG,76892,77664,76892,309478,1302363498
2310,35,149,CAN,35,BUN,41,7,827,1,198,1,8,2,41,33,KG,38447,38833,38447,164562,721877894
2310,35,149,CAN,35,BUN,63,1,351,1,198,1,8,2,63,33,KG,19316,19548,19316,81548,341444218
2310,35,149,CAN,35,BUN,63,3,23,1,198,1,8,2,63,33,KG,19268,19528,19268,99782,411164817
2310,35,149,CAN,35,BUN,63,4,434,1,198,1,8,2,63,33,KG,38505,38891,38505,161881,686187539
2310,35,149,CAN,35,BUN,63,7,467,1,198,1,8,2,63,33,KG,19328,19588,19328,97920,416363972
2310,35,149,CAN,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,21500,21737,21500,23865,99922994
2310,35,149,CAN,35,BUN,76,2,472,1,198,1,8,2,76,33,KG,21500,21547,21500,12900,54681165
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,1,76,33,KG,83000,83564,83000,61950,261055442
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,1,76,33,KG,134130,150093,134130,254979,1104784161
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,1,76,11,U,2454,2322,2111,8923,37588980
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,1,76,11,U,1020,2336,2125,5999,25268681
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,1,76,11,U,500,6562,5829,25316,110784731
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,38485,38843,38485,140300,604291659
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,1440,1576,1440,4341,18444909
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,53852,55250,53852,46666,201222802
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,6720,7346,6720,9354,41033870
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,288,350,288,1945,8231182
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,5161,6281,5161,18118,76674832
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,20048,22383,20048,38304,167314062
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,1800,2190,1800,5383,22778579
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,9180,10047,9180,25530,108476970
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,720,876,720,2473,10465662
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,3789,3939,3789,3857,16350092
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,23669,24479,23669,24638,106841021
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,30317,31339,30317,32682,142026898
2310,35,149,CAN,35,BUN,76,7,467,1,198,1,8,2,76,11,U,939,20745,20103,98356,416238626
2310,35,149,CAN,35,BUN,76,7,467,1,107,2,8,2,76,33,KG,235,241,235,273,1199225
2310,35,177,COG,35,BUN,76,1,351,1,198,1,8,1,76,33,KG,42635,49128,42635,81741,342249547
2310,35,177,COG,35,BUN,76,2,232,1,198,1,8,1,76,33,KG,42635,49128,42635,81741,344333120
2310,35,190,KOR,35,BUN,5,0,580,1,198,1,8,2,5,33,KG,22037,22153,22037,179822,764618988
2310,35,190,KOR,35,BUN,5,1,351,1,198,1,8,2,5,33,KG,19852,20000,19852,155640,661793927
2310,35,190,KOR,35,BUN,5,3,23,1,198,1,8,2,5,33,KG,19928,20254,19928,116423,493499973
2310,35,190,KOR,35,BUN,5,4,434,1,198,1,8,1,5,33,KG,20000,20785,20000,60000,243649800
2310,35,190,KOR,35,BUN,5,4,434,1,198,1,8,2,5,33,KG,2000,2079,2000,3020,12263707
2310,35,190,KOR,35,BUN,5,7,467,1,198,1,8,2,5,33,KG,19250,19471,19250,88187,369241149
2310,35,190,KOR,35,BUN,5,7,467,1,198,1,8,2,5,33,KG,18400,19927,18400,113528,475342871
2310,35,190,KOR,35,BUN,11,1,351,1,198,1,8,2,11,33,KG,316421,317641,316421,1282089,5336028399
2310,35,190,KOR,35,BUN,11,7,467,1,198,1,8,2,11,33,KG,495548,497854,495548,1945882,8221327191
2310,35,190,KOR,35,BUN,17,3,23,1,198,1,8,2,17,33,KG,19282,19514,19282,73966,304784914
2310,35,190,KOR,35,BUN,17,7,467,1,198,1,8,2,17,33,KG,50446,50470,50446,185170,786787585
2310,35,190,KOR,35,BUN,17,7,467,1,198,1,8,2,17,33,KG,18260,18470,18260,104666,438235872
2310,35,190,KOR,35,BUN,17,7,467,1,198,1,8,2,17,33,KG,3150,3574,3150,60937,258302930
2310,35,190,KOR,35,BUN,17,8,628,1,198,1,8,2,17,33,KG,10700,11770,10700,153521,632601703
2310,35,190,KOR,35,BUN,41,1,351,1,198,1,8,2,41,33,KG,254586,256491,254586,1076294,4555859072
2310,35,190,KOR,35,BUN,41,3,23,1,198,1,8,2,41,33,KG,76965,77776,76965,314328,1295226573
2310,35,190,KOR,35,BUN,41,7,467,1,198,1,8,2,41,33,KG,779246,785762,779246,3235839,13709424765
2310,35,190,KOR,35,BUN,41,7,467,1,198,1,8,2,41,33,KG,19262,19495,19262,95554,401473334
2310,35,190,KOR,35,BUN,41,8,628,1,198,1,8,2,41,33,KG,76908,77804,76908,326368,1344839167
2310,35,190,KOR,35,BUN,63,1,351,1,198,1,8,2,63,33,KG,500,587,500,6262,26387880
2310,35,190,KOR,35,BUN,63,7,467,1,198,1,8,2,63,33,KG,6096,6490,6096,137784,585543870
2310,35,190,KOR,35,BUN,66,7,467,1,198,1,8,2,66,33,KG,19226,19419,19226,77990,328531106
2310,35,190,KOR,35,BUN,73,7,467,1,198,1,8,2,73,33,KG,6840,7264,6840,170025,722437500
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1296,1694,1296,8770,38230194
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,3930,4093,3930,4107,18015355
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1423,1482,1423,1558,6835250
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,2127,2215,2127,1967,8630622
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,7315,7618,7315,6986,30644461
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1041,1084,1041,1131,4959251
2310,35,190,KOR,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,41068,41110,41068,326175,1386926051
2310,35,190,KOR,35,BUN,76,1,351,1,199,1,8,2,76,33,KG,23000,23156,23000,17168,75309696
2310,35,190,KOR,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,20970,20990,20970,149320,629230717
2310,35,190,KOR,35,BUN,76,7,467,1,198,1,8,1,76,33,KG,70000,70196,70000,45150,191384078
2310,35,190,KOR,35,BUN,76,7,467,1,198,1,8,1,76,33,KG,23400,27150,23400,80100,340372377
2310,35,190,KOR,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,71346,73030,71346,401615,1700280071
2310,35,190,KOR,35,BUN,76,7,467,1,198,1,8,2,17,33,KG,17500,17946,17500,107099,453978631
2310,35,190,KOR,35,BUN,76,8,218,1,198,1,8,2,76,33,KG,20949,20970,20949,155598,661617210
2310,35,190,KOR,35,BUN,76,8,218,1,198,1,8,2,76,33,KG,16742,16790,16742,23961,101883223
2310,35,190,KOR,35,BUN,76,8,628,1,198,1,8,2,76,33,KG,19269,19530,19269,106468,432348448
2310,35,193,CIV,35,BUN,76,7,467,1,198,1,8,1,76,33,KG,137520,154236,137520,226184,957205511
2310,35,196,CRI,35,BUN,5,1,351,1,198,1,2,2,5,33,KG,20000,20130,20000,7440,31617842
2310,35,196,CRI,35,BUN,5,1,351,1,198,1,2,2,5,33,KG,25000,25163,25000,12223,50366338
2310,35,196,CRI,35,BUN,5,1,351,1,198,1,8,1,5,33,KG,26600,26653,26600,9523,39872059
2310,35,196,CRI,35,BUN,5,1,351,1,198,1,8,2,5,33,KG,288370,295171,288370,566008,2387594463
2310,35,196,CRI,35,BUN,5,1,351,1,198,1,8,2,5,33,KG,2130,2230,2130,4130,18004496
2310,35,196,CRI,35,BUN,5,1,351,1,198,1,8,2,5,33,KG,9044,9470,9044,21472,93606911
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,2,2,5,11,U,175,510,488,692,2865870
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,2,2,5,11,U,705,19980,19135,28917,119758353
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,8,2,5,11,U,4560,356,349,3765,15999525
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,8,2,5,11,U,1680,225,221,3223,13693847
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,8,2,5,11,U,1658,1179,1155,15784,67065621
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,8,2,5,33,KG,52095,53251,52095,100082,423409560
2310,35,196,CRI,35,BUN,5,2,232,1,198,1,8,2,5,11,U,146630,69579,68187,397584,1689333014
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,33,KG,20,21,20,39,165711
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,33,KG,3,4,3,47,200638
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,11,U,50,4,3,46,197281
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,67,M3,0,4,3,8,33992
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,11,U,2475,171,157,273,1161209
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,11,U,1550,24,22,39,165711
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,11,U,2321,12,11,48,205737
2310,35,196,CRI,35,BUN,5,2,232,1,2,2,8,2,5,11,U,44,162,148,128,545657
2310,35,196,CRI,35,BUN,5,2,472,1,198,1,8,1,5,33,KG,25000,25030,25000,17265,72288728
2310,35,196,CRI,35,BUN,11,1,351,1,198,1,8,2,11,11,U,1,2015,1772,76654,324922943
2310,35,196,CRI,35,BUN,11,1,351,1,104,2,8,2,11,11,U,510,7341,7341,29936,130504132
2310,35,196,CRI,35,BUN,11,2,232,1,198,1,8,2,11,33,KG,9173,11211,9173,22920,96771274
2310,35,196,CRI,35,BUN,17,1,351,1,198,1,8,1,17,11,U,692,31140,30448,147444,646785732
2310,35,196,CRI,35,BUN,17,1,351,1,198,1,8,1,17,11,U,188,10037,9814,46021,201878480
2310,35,196,CRI,35,BUN,17,1,351,1,198,1,8,1,17,11,U,46,2990,2924,14021,61504483
2310,35,196,CRI,35,BUN,17,1,351,1,198,1,8,1,17,11,U,60,2270,2220,8949,39256045
2310,35,196,CRI,35,BUN,17,1,351,1,198,1,8,2,17,11,U,1,10,9,34,148401
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,1,17,11,U,900,40878,39933,193064,811769993
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,1,17,11,U,166,8868,8665,41103,172185129
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,1,17,11,U,100,6478,6330,30020,125797885
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,1,17,11,U,199,7539,7363,29774,125688974
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,1,17,11,U,39,1565,1529,7135,29873772
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,2,17,11,U,110,27,22,355,1555071
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,2,17,11,U,1,0,0,7,31101
2310,35,196,CRI,35,BUN,17,2,232,1,198,1,8,2,17,11,U,3,0,0,4,16976
2310,35,196,CRI,35,BUN,17,2,232,1,199,1,8,1,17,11,U,12,546,534,2600,11047716
2310,35,196,CRI,35,BUN,17,2,232,1,199,1,8,1,17,11,U,419,22391,21872,102502,442036504
2310,35,196,CRI,35,BUN,17,2,232,1,199,1,8,1,17,11,U,228,14745,14376,66954,292532205
2310,35,196,CRI,35,BUN,17,2,232,1,199,1,8,1,17,11,U,93,3522,3441,14122,60775337
2310,35,196,CRI,35,BUN,17,7,467,1,198,1,8,2,17,11,U,18,94,87,590,2431001
2310,35,196,CRI,35,BUN,17,7,467,1,198,1,8,2,17,11,U,40,7,7,45,184480
2310,35,196,CRI,35,BUN,17,7,467,1,198,1,8,2,17,11,U,153,78,72,490,2018898
2310,35,196,CRI,35,BUN,17,7,467,1,198,1,8,2,17,11,U,10,11,10,71,292152
2310,35,196,CRI,35,BUN,17,7,467,1,198,1,8,2,17,11,U,70,15,13,91,375059
2310,35,196,CRI,35,BUN,25,1,351,1,198,1,8,1,25,33,KG,3152,3430,3152,15579,66036027
2310,35,196,CRI,35,BUN,25,1,351,1,198,1,8,2,25,33,KG,4620,5068,4620,25396,107649835
2310,35,196,CRI,35,BUN,25,1,351,1,198,1,8,2,25,11,U,5040,1470,1426,3931,16565959
2310,35,196,CRI,35,BUN,25,1,351,1,198,1,8,2,25,11,U,4284,1530,1484,2399,10109483
2310,35,196,CRI,35,BUN,25,1,351,1,198,1,8,2,25,11,U,2436,772,749,2322,9786861
2310,35,196,CRI,35,BUN,52,7,827,1,198,1,8,2,11,11,U,1,8800,8800,41000,169798630
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,33,KG,648,723,648,2317,9795708
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,33,KG,50994,57864,50994,183189,768871703
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,33,KG,318,355,318,717,3029136
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,33,KG,1803,2062,1803,4394,18654491
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,33,KG,9256,9541,9256,13380,56490044
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,11,U,750,248,212,1497,6289942
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,11,U,580,4810,4123,15776,66283337
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,1,76,11,U,18,182,156,666,2798219
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,156643,158198,156643,160630,677966140
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,253,286,253,874,3694316
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,474,537,474,1792,7577174
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,116,131,116,719,3037380
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1404,1588,1404,4005,16812376
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1330,1505,1330,4451,18635544
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,4415,4996,4415,7672,32218053
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,960,1086,960,1500,6341085
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1080,1222,1080,4600,19260246
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,40000,85320,40000,23962,101404772
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,30225,33775,30225,54833,231377517
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,14554,16400,14554,27473,115967684
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,34262,36202,34262,82614,348132875
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,1350,1434,1350,1183,4954196
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,3845,4096,3845,3511,14701471
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,32400,34463,32400,19712,82536016
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,9424,9644,9424,30747,127752854
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,3373,3452,3373,23762,98728355
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,2200,4840,4840,22799,95461148
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,33,KG,405025,405025,405025,388127,1669658928
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,4760,9398,9238,35974,152023738
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,2,380,264,4220,17782953
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,4,2041,1417,50790,214027536
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,1,1228,853,22156,93364719
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,5880,103,100,3035,12813199
2310,35,196,CRI,35,BUN,76,1,351,1,198,1,8,2,76,11,U,958,3907,3907,16260,68735248
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,2,2,76,33,KG,4562,4642,4562,12001,50571854
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,11,U,206,872,749,8003,33253647
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,11,U,1,9,7,149,618671
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,11,U,20,620,580,5508,23252134
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,33,KG,0,0,0,7,27423
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,11,U,205,1146,1026,7409,31322339
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,11,U,154,637,571,5534,23394926
2310,35,196,CRI,35,BUN,76,1,351,1,199,1,8,2,76,11,U,21,394,353,2017,8528548
2310,35,196,CRI,35,BUN,76,1,351,1,104,2,2,2,76,33,KG,5,5,5,15,63210
2310,35,196,CRI,35,BUN,76,1,351,1,104,2,8,2,76,11,U,51,296,296,1341,5573021
2310,35,196,CRI,35,BUN,76,1,351,1,104,2,8,2,76,33,KG,18,18,18,204,847608
2310,35,196,CRI,35,BUN,76,1,351,1,107,2,8,2,76,11,U,1,8,6,40,169096
2310,35,196,CRI,35,BUN,76,1,351,1,107,2,8,2,76,11,U,1,20,14,90,380465
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,2,2,76,33,KG,24600,26580,24600,27060,113990250
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,33,KG,12998,14841,12998,52089,220439085
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,60,86,76,348,1465950
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,84,68,60,299,1258695
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,1260,1301,1150,5795,24413123
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,312,158,140,963,4055121
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,2640,2109,1864,8627,36340395
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,192,337,298,1028,4332135
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,1,76,11,U,256,1169,1033,4253,17915636
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,7279,7888,7279,12866,54450473
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,3600,3901,3600,6195,26217054
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,52015,58537,52015,95067,402137022
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,21976,24183,21976,53801,227364608
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,26110,28316,26110,62702,265354930
2310,35,196,CRI,35,BUN,76,2,232,1,198,1,8,2,76,11,U,1100,2420,2420,11400,48021152
2310,35,196,CRI,35,BUN,76,2,232,1,2,2,8,2,76,33,KG,9,9,9,36,151650
2310,35,196,CRI,35,BUN,76,2,232,1,2,2,8,2,76,33,KG,321,342,321,1327,5591336
2310,35,196,CRI,35,BUN,76,2,232,1,2,2,8,2,76,11,U,20,1,1,4,15165
2310,35,196,CRI,35,BUN,76,2,232,1,2,2,8,2,76,11,U,20,1,1,4,15165
2310,35,196,CRI,35,BUN,76,2,232,1,2,2,8,2,76,33,KG,2,2,2,7,28814
2310,35,196,CRI,35,BUN,76,2,472,1,198,1,8,1,76,33,KG,120000,123108,120000,225000,951162750
2310,35,196,CRI,35,BUN,76,2,472,1,198,1,8,1,76,33,KG,20000,20518,20000,40000,167480400
2310,35,196,CRI,35,BUN,76,2,472,1,198,1,8,2,76,33,KG,46800,48840,46800,29763,125378323
2310,35,196,CRI,35,BUN,76,2,472,1,199,1,8,2,76,33,KG,93200,97900,93200,59694,242199953
2310,35,196,CRI,35,BUN,76,3,23,1,198,1,8,2,76,11,U,3300,7260,7260,31808,134273129
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,33,KG,16,18,16,9748,42496172
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,33,KG,119,131,119,61665,268822052
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,33,KG,13896,15100,13896,20463,88525264
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,33,KG,12581,13429,12581,9969,43730219
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,33,KG,44160,47306,44160,27762,117679759
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,11,U,370,12741,12232,18479,80555827
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,11,U,1885,64870,62276,98501,429405041
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,11,U,640,36564,35102,51222,223295007
2310,35,196,CRI,35,BUN,76,4,434,1,198,1,8,2,76,11,U,820,16639,15974,32192,140338241
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,24000,25360,24000,10710,44353721
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,20160,22484,20160,39125,171626318
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,23760,25590,23760,65198,284225905
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,36846,39665,36846,31345,137498805
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,221,238,221,129,567151
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,20239,20239,20239,19874,87180086
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,33,KG,43804,43804,43804,39104,166151366
2310,35,196,CRI,35,BUN,76,7,467,1,198,1,8,2,76,11,U,1885,36072,35173,89531,391259401
2310,35,196,CRI,35,BUN,76,7,467,1,198,2,8,2,76,33,KG,0,0,0,20,87188
2310,35,196,CRI,35,BUN,76,7,467,1,198,2,8,2,76,11,U,10,5,5,135,588519
2310,35,196,CRI,35,BUN,76,7,467,1,198,2,8,2,76,11,U,15,1,1,44,189634
2310,35,196,CRI,35,BUN,76,7,467,1,198,2,8,2,76,11,U,15,345,345,1130,4923942
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,1,76,11,U,54,127,113,456,1937544
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,1,76,11,U,288,320,285,1442,6126718
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,1,76,11,U,36,14,13,88,375527
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,1,76,11,U,72,44,39,188,798472
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,1,76,11,U,2607,2824,2519,11486,48802654
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,1,76,11,U,458,2310,2061,8862,37653618
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,33,KG,26675,27000,26675,58261,245981539
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,11,U,180,250,225,1620,6883380
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,11,U,72,332,298,1213,5154887
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,11,U,60,27,24,146,619504
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,11,U,2676,2284,2053,9556,40605314
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,11,U,378,815,733,2539,10786511
2310,35,196,CRI,35,BUN,76,7,607,1,198,1,8,2,76,11,U,253,781,702,3059,12997394
2310,35,196,CRI,35,BUN,76,7,827,1,198,1,8,2,76,33,KG,3318,3588,3318,3329,13715607
2310,35,196,CRI,35,BUN,76,7,827,1,198,1,8,2,76,33,KG,30432,32589,30432,19157,78938841
2310,35,196,CRI,35,BUN,76,8,628,1,198,1,8,2,76,11,U,4400,9680,9680,40899,168527177
2310,35,198,HRV,35,BUN,76,2,472,1,198,1,8,2,76,33,KG,24000,24053,24000,14400,60874416
2310,35,199,CUB,35,BUN,76,4,434,1,198,1,8,2,76,33,KG,32000,32080,32000,50741,215082640
2310,35,199,CUB,35,BUN,76,7,467,1,199,1,8,2,76,33,KG,25000,25065,25000,17500,76766550
2310,35,199,CUB,35,BUN,76,7,467,1,199,1,8,2,76,33,KG,132500,132845,132500,97520,427787083
2310,35,199,CUB,35,BUN,76,7,607,1,199,1,8,2,76,33,KG,25000,25065,25000,18875,80008294
2310,35,199,CUB,35,BUN,76,7,827,1,198,1,8,2,76,33,KG,32000,32080,32000,50741,209083555
2310,35,199,CUB,35,BUN,76,7,827,1,199,1,8,2,76,33,KG,25000,25065,25000,17500,74059475
2310,35,200,CUW,35,BUN,76,1,351,1,198,1,8,2,5,67,M3,15,16620,16620,12339,50845566
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,1,76,33,KG,6668,7638,6668,14827,62745726
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,1,76,33,KG,1691,1937,1691,5481,23196697
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,1,76,33,KG,83280,84430,83280,74113,312200044
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,2,76,61,L,120,137,120,714,3021627
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,234,268,234,625,2646251
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,792,906,792,2653,11225724
2310,35,200,CUW,35,BUN,76,2,232,1,198,1,8,2,76,33,KG,374,428,374,1008,4267519
